Platform,Segment,Type,Keyword,Country,SERP features,Volume,KD,CPC,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous position,Current position,Position change,Previous URL inside,Previous URL,Current URL inside,Current URL,Previous date,Current date,Branded,Local,Navigational,Informational,Commercial,Transactional
Checkpoint,Navigational + Branded,Gain,checkpoint engage login,US,"People also ask, Sitelinks",60,12,,4,7,3,0,5,5,,,https://www.checkpoint.com/downloads/partners/cp-engage-partner-program-one-pager.pdf,,https://www.checkpoint.com/,2025-01-13 8:57:56,2025-06-27 0:36:33,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Checkpoint,Navigational + Branded,Gain,checkpoint research login,US,Sitelinks,70,38,3.05,7,10,3,0,5,5,,,https://www.checkpoint.com/,,https://research.checkpoint.com/,2025-01-19 11:23:16,2025-07-02 8:46:19,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Checkpoint,Navigational + Branded,Gain,checkpoint partner portal,US,"Sitelinks, Video preview",150,28,3.19,98,100,3,0,1,1,,,https://www.checkpoint.com/partners/channel/,,https://www.checkpoint.com/partners/channel/,2025-01-23 1:11:10,2025-07-08 23:57:54,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Checkpoint,Navigational + Branded,Gain,my checkpoint id,US,"Sitelinks, People also ask, Video preview",40,0,,0,2,2,0,14,7,7,,https://community.checkpoint.com/t5/Endpoint/How-to-find-UC-amp-ID/td-p/78771,,https://community.checkpoint.com/t5/Endpoint/How-to-find-UC-amp-ID/td-p/78771,2025-01-29 14:48:46,2025-07-23 19:16:13,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Checkpoint,Navigational + Branded,Gain,checkpoint cps login,US,"Video preview, Sitelinks",40,0,,0,2,2,0,20,7,13,,https://sc1.checkpoint.com/documents/R81/WebAdminGuides/EN/CP_R81_SecurityManagement_AdminGuide/Topics-SECMG/CLI/cpstat.htm,,https://community.checkpoint.com/t5/General-Topics/SmartEvent-Error-CPSEMD-not-running/td-p/205054,2025-01-23 14:28:41,2025-07-10 11:53:48,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Checkpoint,Navigational + Branded,Gain,checkpoint partner portal login,US,"Sitelinks, Video preview",20,27,,13,15,2,0,1,1,,,https://www-app.checkpoint.com/login/partnersresources.jsp,,https://www.checkpoint.com/partners/channel/,2025-01-09 21:55:39,2025-07-11 7:54:31,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Checkpoint,Navigational + Branded,Loss,checkpoint login,US,Video preview,2500,24,1.54,108,25,-83,0,3,4,-1,,https://www.checkpoint.com/,,https://www.checkpoint.com/,2025-01-29 8:08:19,2025-07-28 16:02:42,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Checkpoint,Navigational + Branded,Loss,checkpoint portal,US,"Sitelinks, Video preview, Discussions and forums, People also ask",80,22,,49,38,-10,0,1,1,,,https://portal.checkpoint.com/,,https://portal.checkpoint.com/,2025-01-13 20:13:49,2025-07-29 2:31:18,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Checkpoint,Navigational + Branded,Loss,www.checkpoint.com login,US,Sitelinks,150,33,0.86,47,40,-6,0,3,3,,,https://www.checkpoint.com/,,https://www.checkpoint.com/,2025-01-11 4:10:08,2025-06-16 1:00:33,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Checkpoint,Navigational + Branded,Loss,checkpoint portal login,US,"Sitelinks, People also ask, Video preview",50,17,,26,21,-6,0,1,1,,,https://portal.checkpoint.com/,,https://portal.checkpoint.com/,2025-01-23 23:47:41,2025-07-08 20:41:26,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Checkpoint,Navigational + Branded,Loss,checkpoint website,US,"Sitelinks, People also ask, Video preview",80,68,2.44,34,29,-5,0,1,1,,,https://www.checkpoint.com/,,https://www.checkpoint.com/,2025-01-06 20:01:54,2025-06-13 18:28:48,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Checkpoint,Navigational + Branded,Loss,checkpoint solutions,US,"Sitelinks, People also ask, Video preview",150,47,,39,35,-5,0,2,2,,,https://www.checkpoint.com/solutions/,,https://www.checkpoint.com/solutions/,2025-01-09 6:43:15,2025-07-21 3:09:01,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Checkpoint,Navigational + Branded,Loss,checkpoint user center,US,"Video preview, People also ask",80,9,1.35,63,59,-4,0,1,1,,,https://usercenter.checkpoint.com/,,https://accounts.checkpoint.com/,2025-01-09 3:33:04,2025-07-22 6:07:40,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Checkpoint,Navigational + Branded,Loss,ppc checkpoint login,US,,80,49,,2,,,,10,,Lost,,https://www.checkpoint.com/,,,2025-01-13 17:20:43,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Checkpoint,Navigational + Branded,Loss,support checkpoint,US,"Sitelinks, Knowledge panel, Video preview",20,33,,14,13,-1,0,1,1,,,https://supportcenter.checkpoint.com/,,https://supportcenter.checkpoint.com/,2025-01-25 10:32:56,2025-07-13 4:24:34,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Checkpoint,Navigational + Branded,Loss,checkpoint support center,US,"Sitelinks, Knowledge panel, Video preview",10,28,,10,9,-1,0,1,1,,,https://supportcenter.checkpoint.com/,,https://supportcenter.checkpoint.com/,2025-01-26 7:45:57,2025-07-12 4:28:04,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Checkpoint,Navigational + Non branded,Gain,kaspersky com,US,"Sitelinks, People also ask, Video preview",700,86,0.14,,33,,0,,7,New,,,,https://threatmap.checkpoint.com/,,2025-07-25 13:18:07,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Checkpoint,Navigational + Non branded,Gain,cybermap kaspersky,US,"Sitelinks, Discussions and forums, People also ask, Video preview",400,69,1.86,10,40,29,0,10,4,6,,https://threatmap.checkpoint.com/,,https://threatmap.checkpoint.com/,2025-01-25 21:36:57,2025-07-16 23:09:20,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Checkpoint,Navigational + Non branded,Gain,365 mail,US,"Sitelinks, Discussions and forums, Video preview, Knowledge panel",9900,68,0.07,,24,,0,,21,New,,,,https://sc1.checkpoint.com/documents/Harmony_Email_and_Collaboration/Topics-Harmony-Email-Collaboration-Admin-Guide/Getting-Started/Activating-O365-Mail/o365-deactivation.htm,,2025-07-22 2:29:26,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Checkpoint,Navigational + Non branded,Gain,infinity login,US,"Sitelinks, Video preview",1500,26,1.46,22,41,20,0,12,9,3,,https://waf-doc.inext.checkpoint.com/getting-started/log-in-to-the-infinity-portal,,https://portal.checkpoint.com/,2025-01-28 21:47:25,2025-07-24 0:21:09,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Checkpoint,Navigational + Non branded,Gain,support center,US,"Sitelinks, People also ask, Local pack",700,45,1.59,1,15,14,0,21,8,13,,https://supportcenter.checkpoint.com/,,https://supportcenter.checkpoint.com/,2025-01-26 9:14:45,2025-07-25 19:49:53,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Checkpoint,Navigational + Non branded,Gain,avanan login,US,"Sitelinks, Video preview, People also ask",200,0,,48,60,12,0,2,2,,,https://emailsecurity.checkpoint.com/_hcms/mem/login,,https://emailsecurity.checkpoint.com/_hcms/mem/login,2025-01-25 13:41:59,2025-07-09 12:14:15,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Checkpoint,Navigational + Non branded,Gain,infinity portal login,US,"Sitelinks, Video preview",50,32,,10,19,9,0,2,1,1,,https://portal.checkpoint.com/,,https://portal.checkpoint.com/,2025-01-11 6:19:46,2025-07-29 1:56:49,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Checkpoint,Navigational + Non branded,Gain,www.deep web.com login,US,"Sitelinks, People also ask, Video preview",4000,48,2.24,0,9,9,0,45,21,24,,https://www.checkpoint.com/cyber-hub/cyber-security/what-is-the-dark-web/deep-web-vs-dark-web/,,https://www.checkpoint.com/cyber-hub/cyber-security/what-is-the-dark-web/deep-web-vs-dark-web/,2025-01-28 11:29:21,2025-07-27 5:05:47,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Checkpoint,Navigational + Non branded,Gain,www kaspersky com,US,"Sitelinks, People also ask, Video preview",700,11,5.9,,8,,0,,14,New,,,,https://threatmap.checkpoint.com/,,2025-07-13 4:27:51,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Checkpoint,Navigational + Non branded,Gain,msp portal,US,"Sitelinks, People also ask",1300,10,0.03,0,8,8,0,48,15,33,,https://sc1.checkpoint.com/documents/CloudGuard_Dome9/Documentation/CloudGuard-Managed-Services/CG-MSP.htm,,https://sc1.checkpoint.com/documents/CloudGuard_Dome9/Documentation/CloudGuard-Managed-Services/CG-MSP.htm,2025-01-26 15:28:14,2025-07-24 16:48:55,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Checkpoint,Navigational + Non branded,Loss,smartmoving login,US,,3400,8,3.44,18,,-9,,17,,Lost,,https://community.checkpoint.com/t5/SmartMove/SmartMove-usage-assistance/td-p/161482,,,2025-01-29 15:51:55,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Checkpoint,Navigational + Non branded,Loss,onelogin portal,US,,600,30,3.27,3,,,,17,,Lost,,https://sc1.checkpoint.com/documents/Infinity_Portal/WebAdminGuides/EN/Infinity-Portal-Admin-Guide/Content/Topics-Infinity-Portal/OneLogin.htm,,,2025-01-30 6:17:04,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Checkpoint,Navigational + Non branded,Loss,harmony portal login,US,Video preview,2400,6,1.7,41,32,-9,0,10,11,-1,,https://sc1.checkpoint.com/documents/Infinity_Portal/WebAdminGuides/EN/Harmony-Connect-Admin-Guide/Topics-Harmony-Connect-AG/Introduction/Accessing_HC_Portal.htm,,https://sc1.checkpoint.com/documents/Infinity_Portal/WebAdminGuides/EN/Harmony-Connect-Admin-Guide/Topics-Harmony-Connect-AG/Introduction/Accessing_HC_Portal.htm,2025-01-26 5:43:24,2025-07-29 3:07:10,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Checkpoint,Navigational + Non branded,Loss,poin hub,US,,150,52,0.08,7,,-7,,7,,Lost,,https://www.checkpoint.com/,,,2025-01-08 17:37:20,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Checkpoint,Navigational + Non branded,Loss,vpn login,US,"Sitelinks, People also ask",700,96,2.51,5,3,-2,0,14,17,-3,,https://www.checkpoint.com/quantum/remote-access-vpn/,,https://www.checkpoint.com/quantum/remote-access-vpn/,2025-01-28 20:50:14,2025-07-26 20:04:02,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Checkpoint,Navigational + Non branded,Loss,my harmony portal login,US,,2000,18,1.22,3,,-3,,22,,Lost,,https://sc1.checkpoint.com/documents/Infinity_Portal/WebAdminGuides/EN/Harmony-Connect-Admin-Guide/Topics-Harmony-Connect-AG/Introduction/Accessing_HC_Portal.htm,,,2025-01-24 6:22:51,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Checkpoint,Navigational + Non branded,Loss,vpn login,US,"Sitelinks, People also ask",700,96,2.51,5,3,-2,0,14,17,-3,,https://www.checkpoint.com/quantum/remote-access-vpn/,,https://www.checkpoint.com/quantum/remote-access-vpn/,2025-01-28 20:50:14,2025-07-26 20:04:02,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Checkpoint,Navigational + Non branded,Loss,harmony portak,US,"Sitelinks, Video preview",50,5,,4,2,-2,0,5,9,-4,,https://sc1.checkpoint.com/documents/Harmony_Email_and_Collaboration/Topics-Harmony-Email-Collaboration-Admin-Guide/Getting-Started/Activating_HEC.htm,,https://portal.checkpoint.com/,2025-01-12 9:30:09,2025-07-02 17:41:25,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Checkpoint,Navigational + Non branded,Loss,usable login,US,,50,31,,2,,-2,,7,,Lost,,https://community.checkpoint.com/t5/General-Topics/How-can-i-get-an-actually-usable-login-process-for-checkpoint/td-p/226705,,,2025-01-22 15:04:24,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Checkpoint,Navigational + Non branded,Loss,mtaonline email,US,,500,17,2.57,2,,-2,,17,,Lost,,https://community.checkpoint.com/t5/Threat-Prevention/Email-MTA-setup/td-p/15007,,,2025-01-25 18:03:41,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Checkpoint,Commercial + Branded,Gain,checkpoint firewall,US,"Sitelinks, People also ask, Video preview, Discussions and forums, Top stories, Thumbnail",800,40,1.93,596,623,27,0,1,1,,,https://www.checkpoint.com/quantum/next-generation-firewall/,,https://www.checkpoint.com/quantum/next-generation-firewall/,2025-01-27 18:08:04,2025-07-26 3:10:43,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Checkpoint,Commercial + Branded,Gain,checkpoint 1530,US,"Thumbnail, Knowledge panel, People also ask, Video preview, Sitelinks, Knowledge card",20,0,2,7,9,2,0,1,1,,,https://www.checkpoint.com/downloads/products/1500-security-gateway-datasheet.pdf,,https://www.checkpoint.com/downloads/products/1500-security-gateway-datasheet.pdf,2025-01-12 6:05:50,2025-07-28 22:44:25,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Checkpoint,Commercial + Branded,Gain,checkpoint 1550,US,"Thumbnail, Shopping, People also ask, Video preview, Sitelinks",10,0,2,5,7,1,0,1,1,,,https://www.checkpoint.com/downloads/products/1500-security-gateway-datasheet.pdf,,https://www.checkpoint.com/downloads/products/1500-security-gateway-datasheet.pdf,2025-01-25 1:08:11,2025-07-17 12:53:03,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
Checkpoint,Commercial + Branded,Gain,checkpoint 1570,US,"Knowledge panel, Video preview",10,0,4,7,8,1,0,1,1,,,https://www.checkpoint.com/downloads/products/1500-security-gateway-datasheet.pdf,,https://www.checkpoint.com/fr/downloads/products/1500-security-gateway-datasheet.pdf,2025-01-22 4:24:20,2025-07-08 13:21:10,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Checkpoint,Commercial + Branded,Gain,checkpoint 15600,US,"Knowledge panel, Discussions and forums, Video preview",10,0,,3,4,1,0,1,1,,,https://www.checkpoint.com/downloads/products/15600-security-gateway-datasheet.pdf,,https://www.checkpoint.com/downloads/products/15600-security-gateway-datasheet.pdf,2025-01-27 1:46:51,2025-07-11 18:23:39,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Checkpoint,Commercial + Branded,Gain,checkpoint firewall price,US,"Sitelinks, Shopping, Thumbnail, People also ask",10,0,2.01,1,2,1,0,7,3,4,,https://usercenter.checkpoint.com/uc/product-catalog/Products_List/Product_List_USD.xlsx,,https://www.checkpoint.com/products/,2025-01-10 16:27:59,2025-07-21 2:03:17,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Checkpoint,Commercial + Branded,Gain,checkpoint retail security,US,"Sitelinks, People also ask, Video preview",30,28,1.04,4,5,1,0,2,2,,,https://www.checkpoint.com/industry/retail/,,https://www.checkpoint.com/industry/retail/,2025-01-09 2:59:20,2025-07-10 10:37:35,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Checkpoint,Commercial + Branded,Gain,checkpoint 1200r,US,"Shopping, Thumbnail",20,0,,12,12,1,0,1,1,,,https://www.checkpoint.com/downloads/products/ds-1200R-rugged-appliance.pdf,,https://www.checkpoint.com/downloads/products/ds-1200R-rugged-appliance.pdf,2025-01-16 20:25:32,2025-07-03 2:14:46,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Checkpoint,Commercial + Branded,Gain,checkpoint sensor,US,"Sitelinks, People also ask, Shopping, Thumbnail, Video preview",10,0,,0,1,1,0,11,7,4,,https://sc1.checkpoint.com/documents/Infinity_Portal/WebAdminGuides/EN/NDR-Deployment-Guide/Content/Topics-NDR-DG/NDR-Sensors.htm,,https://sc1.checkpoint.com/documents/Infinity_Portal/WebAdminGuides/EN/NDR-Deployment-Guide/Content/Topics-NDR-DG/NDR-Sensors.htm,2025-01-22 18:25:18,2025-07-02 18:11:16,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Checkpoint,Commercial + Branded,Gain,checkpoint sign,US,"Sitelinks, Shopping, Thumbnail, Video preview",40,0,,0,1,0,0,22,15,7,,https://accounts.checkpoint.com/,,https://portal.checkpoint.com/,2025-01-11 3:43:29,2025-07-27 21:51:02,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Checkpoint,Commercial + Branded,Loss,checkpoint router,US,"Sitelinks, People also ask, Shopping, Thumbnail, Video preview",30,37,,18,17,-1,0,1,1,,,https://www.checkpoint.com/products/,,https://www.checkpoint.com/quantum/next-generation-firewall/,2025-01-28 21:13:02,2025-07-13 22:01:30,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Checkpoint,Commercial + Branded,Loss,checkpoint 3200,US,"Thumbnail, Knowledge panel, Discussions and forums, Sitelinks, Video preview",20,0,,9,8,-1,0,1,1,,,https://www.checkpoint.com/downloads/products/3200-security-gateway-datasheet.pdf,,https://www.checkpoint.com/tw/downloads/products/3200-security-gateway-datasheet.pdf,2025-01-08 11:09:26,2025-07-17 4:20:25,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Checkpoint,Commercial + Branded,Loss,checkpoint appliances,US,"Sitelinks, People also ask, Video preview",20,46,2.6,16,15,-1,0,1,1,,,https://www.checkpoint.com/products/,,https://www.checkpoint.com/products/,2025-01-21 14:28:16,2025-07-07 12:27:08,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Checkpoint,Commercial + Branded,Loss,checkpoint products,US,"Sitelinks, People also ask, Video preview",70,68,5.35,43,42,-1,0,1,1,,,https://www.checkpoint.com/products/,,https://www.checkpoint.com/products/,2025-01-23 9:39:25,2025-07-08 15:02:17,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Checkpoint,Commercial + Branded,Loss,checkpoint 3600,US,"Thumbnail, Knowledge panel, People also ask, Video preview, Sitelinks, Knowledge card",50,0,2,25,24,-1,0,1,1,,,https://www.checkpoint.com/downloads/products/3600-security-gateway-datasheet.pdf,,https://checkpoint.com/it/downloads/products/3600-security-gateway-datasheet.pdf,2025-01-29 20:09:39,2025-07-16 14:50:19,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Checkpoint,Commercial + Branded,Loss,checkpoint appliance,US,"Sitelinks, People also ask, Shopping, Thumbnail, Video preview",10,41,2.6,7,6,-1,0,1,1,,,https://www.checkpoint.com/quantum/next-generation-firewall/,,https://www.checkpoint.com/products/,2025-01-27 2:11:11,2025-07-08 13:38:01,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Checkpoint,Commercial + Branded,Loss,checkpoint level,US,"Sitelinks, Shopping, Thumbnail, Video preview",100,0,0.32,5,0,-5,0,8,22,-14,,https://www.checkpoint.com/support-services/support-plans/,,https://www.checkpoint.com/quantum/next-generation-firewall/,2025-01-26 6:35:18,2025-07-15 11:04:59,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Checkpoint,Commercial + Branded,Loss,checkpoint mobile,US,"Sitelinks, People also ask, Video preview",70,20,1.5,50,45,-5,0,1,1,,,https://www.checkpoint.com/quantum/remote-access-vpn/,,https://www.checkpoint.com/quantum/remote-access-vpn/,2025-01-26 15:23:04,2025-07-13 5:45:37,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Checkpoint,Commercial + Branded,Loss,checkpoint firewalls,US,"Sitelinks, People also ask, Shopping, Thumbnail, Video preview",200,56,2.58,94,87,-7,0,1,1,,,https://www.checkpoint.com/quantum/next-generation-firewall/,,https://www.checkpoint.com/quantum/next-generation-firewall/,2025-01-19 2:18:12,2025-07-20 0:28:54,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Checkpoint,Commercial + Branded,Loss,checkpoint firewall models,US,"Sitelinks, People also ask, Shopping, Thumbnail, Video preview",200,3,2.75,116,108,-8,0,1,1,,,https://www.checkpoint.com/products/,,https://www.checkpoint.com/quantum/next-generation-firewalls-ngfw-catalog/,2025-01-22 9:36:48,2025-07-28 15:03:07,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Checkpoint,Commercial + Non branded,Gain,cyber security services,US,"AI Overview, Thumbnail, Local pack, People also ask, Sitelinks",9100,25,0.48,768,1200,432,0,5,1,4,,https://www.checkpoint.com/cyber-hub/cyber-security/the-different-types-of-cybersecurity-services/,AI Overview,https://www.checkpoint.com/cyber-hub/cyber-security/the-different-types-of-cybersecurity-services/,2025-01-29 19:25:58,2025-07-21 18:13:46,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Checkpoint,Commercial + Non branded,Gain,information security services,US,"AI Overview, Thumbnail, People also ask, Sitelinks",1300,85,0.35,9,173,163,0,16,1,15,,https://www.checkpoint.com/cyber-hub/cyber-security/the-different-types-of-cybersecurity-services/,AI Overview,https://www.checkpoint.com/cyber-hub/cyber-security/the-different-types-of-cybersecurity-services/,2025-01-28 13:24:11,2025-07-20 0:32:53,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Checkpoint,Commercial + Non branded,Gain,cyber security solutions,US,"Sitelinks, People also ask, Discussions and forums, Video preview",12000,48,1.37,512,648,136,0,8,18,-10,,https://www.checkpoint.com/cyber-hub/cyber-security/what-is-cybersecurity/,,https://www.checkpoint.com/cyber-hub/cyber-security/what-is-cybersecurity/,2025-01-28 12:28:41,2025-07-25 21:37:11,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Checkpoint,Commercial + Non branded,Gain,computer security service,US,"Local pack, People also ask, Sitelinks",5400,97,0.34,9,97,87,0,23,12,11,,https://www.checkpoint.com/cyber-hub/cyber-security/the-different-types-of-cybersecurity-services/,,https://www.checkpoint.com/cyber-hub/cyber-security/the-different-types-of-cybersecurity-services/,2025-01-29 7:24:54,2025-07-22 3:27:08,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Checkpoint,Commercial + Non branded,Gain,endpoint security software,US,"AI Overview, Thumbnail, Sitelinks, People also ask, Video preview",1600,32,16.64,2,68,66,0,22,7,15,,https://www.checkpoint.com/solutions/endpoint-security/,,https://www.checkpoint.com/solutions/endpoint-security/,2025-01-28 14:34:38,2025-07-14 14:19:03,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Checkpoint,Commercial + Non branded,Gain,perimeter 81 vpn,US,"Sitelinks, People also ask, Video preview",150,8,22.52,1,65,64,0,17,1,16,,https://community.checkpoint.com/t5/SASE/Harmony-SASE-perimeter-81-may-break-some-app-functionality/td-p/209633,,https://sase.checkpoint.com/,2025-01-25 8:31:44,2025-07-11 1:51:06,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Checkpoint,Commercial + Non branded,Gain,computer security services,US,"Top ads, Paid sitelinks, Local pack, People also ask, Sitelinks, Bottom ads",800,93,0.34,1,57,57,0,27,6,21,,https://www.checkpoint.com/cyber-hub/cyber-security/the-different-types-of-cybersecurity-services/,,https://www.checkpoint.com/cyber-hub/cyber-security/the-different-types-of-cybersecurity-services/,2025-01-27 2:40:24,2025-07-21 0:46:23,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Checkpoint,Commercial + Non branded,Gain,cybersecurity products and services,US,"People also ask, Sitelinks, Video preview",150,44,7.93,5,60,54,0,9,1,8,,https://www.checkpoint.com/cyber-hub/cyber-security/the-different-types-of-cybersecurity-services/,,https://www.checkpoint.com/cyber-hub/cyber-security/the-different-types-of-cybersecurity-services/,2025-01-22 7:58:43,2025-07-07 23:27:16,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Checkpoint,Commercial + Non branded,Gain,enterprise vpn solutions,US,"Sitelinks, People also ask, AI Overview, Thumbnail, Discussions and forums, Video preview",600,47,4.96,5,52,47,0,15,6,9,,https://www.checkpoint.com/cyber-hub/network-security/what-is-vpn/what-is-an-enterprise-vpn/,,https://www.checkpoint.com/cyber-hub/network-security/what-is-vpn/what-is-an-enterprise-vpn/,2025-01-16 16:24:19,2025-07-20 18:09:35,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Checkpoint,Commercial + Non branded,Gain,perimiter81,US,"Sitelinks, People also ask, Thumbnail, Bottom ads, Paid sitelinks",40,15,,0,46,46,4,11,1,10,,https://www.checkpoint.com/press-releases/check-point-software-completes-acquisition-of-perimeter-81/,,https://sase.checkpoint.com/,2025-01-12 15:55:44,2025-07-28 6:49:03,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Checkpoint,Commercial + Non branded,Loss,cybersecurity solutions,US,"AI Overview, Thumbnail, Sitelinks, People also ask, Top stories",13000,36,0.3,628,193,-435,0,7,13,-6,,https://www.checkpoint.com/cyber-hub/cyber-security/what-is-cybersecurity/,,https://www.checkpoint.com/cyber-hub/cyber-security/what-is-cybersecurity/,2025-01-29 18:10:24,2025-07-28 3:51:13,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Checkpoint,Commercial + Non branded,Loss,cybersecurity services,US,"AI Overview, Thumbnail, People also ask, Sitelinks, Discussions and forums, Top stories",7400,49,3.13,617,253,-364,0,6,11,-5,,https://www.checkpoint.com/cyber-hub/cyber-security/the-different-types-of-cybersecurity-services/,,https://www.checkpoint.com/cyber-hub/cyber-security/the-different-types-of-cybersecurity-services/,2025-01-29 9:43:31,2025-07-20 11:12:11,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Checkpoint,Commercial + Non branded,Loss,cyber security service,US,"AI Overview, Thumbnail, People also ask, Sitelinks",1300,87,3.22,476,154,-322,0,1,1,,Featured snippet,https://www.checkpoint.com/cyber-hub/cyber-security/the-different-types-of-cybersecurity-services/,AI Overview,https://www.checkpoint.com/cyber-hub/cyber-security/the-different-types-of-cybersecurity-services/,2025-01-26 4:02:52,2025-07-16 20:33:41,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Checkpoint,Commercial + Non branded,Loss,cyber security platform,US,"AI Overview, Thumbnail, Sitelinks, People also ask, Top stories",800,94,0.76,302,0,-301,0,1,36,-35,Featured snippet,https://www.checkpoint.com/cyber-hub/network-security/what-is-a-cybersecurity-platform/,,https://www.checkpoint.com/quantum/unified-cyber-security-platform/,2025-01-08 0:48:27,2025-07-25 16:48:36,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Checkpoint,Commercial + Non branded,Loss,healthcare cybersecurity solutions,US,"AI Overview, Thumbnail, Sitelinks",600,19,0.25,212,86,-126,0,1,3,-2,,https://www.checkpoint.com/industry/healthcare/,,https://www.checkpoint.com/industry/healthcare/,2025-01-11 8:39:41,2025-07-15 3:09:19,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Checkpoint,Commercial + Non branded,Loss,email security solutions,US,"AI Overview, Thumbnail, Sitelinks, People also ask, Video preview",1100,37,18,155,54,-101,0,3,1,2,,https://www.checkpoint.com/cyber-hub/threat-prevention/what-is-email-security/,AI Overview,https://www.checkpoint.com/cyber-hub/threat-prevention/what-is-email-security/,2025-01-24 7:35:20,2025-07-26 18:42:59,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Checkpoint,Commercial + Non branded,Loss,hardware firewalls,US,"People also ask, Sitelinks, Top stories, Video preview",600,8,0.16,140,52,-87,0,1,4,-3,,https://www.checkpoint.com/cyber-hub/network-security/what-is-firewall/what-is-a-hardware-firewall/,,https://www.checkpoint.com/cyber-hub/network-security/what-is-firewall/what-is-a-hardware-firewall/,2025-01-12 15:41:54,2025-07-25 6:05:42,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
